get_date,lat,lng,speed,line_no,y,day
2018-12-03 6:40,35.20761,128.97412,29,13395,0:11:48,2
2018-12-03 6:40,35.20736,128.97415,34,13395,0:11:45,2
2018-12-03 6:40,35.20702,128.97415,46,13395,0:11:42,2
2018-12-03 6:40,35.20664,128.97415,51,13395,0:11:39,2
2018-12-03 6:40,35.20621,128.97417,55,13395,0:11:36,2
2018-12-03 6:40,35.20578,128.97418,56,13395,0:11:33,2
2018-12-03 6:40,35.20533,128.9742,55,13395,0:11:30,2
2018-12-03 6:40,35.20494,128.97424,49,13395,0:11:27,2
2018-12-03 6:40,35.20455,128.97421,49,13395,0:11:24,2
2018-12-03 6:40,35.20419,128.97408,48,13395,0:11:21,2
2018-12-03 6:40,35.20386,128.97383,49,13395,0:11:18,2
2018-12-03 6:40,35.20357,128.97348,54,13395,0:11:15,2
2018-12-03 6:40,35.2033,128.97308,57,13395,0:11:12,2
2018-12-03 6:40,35.20299,128.97264,64,13395,0:11:09,2
2018-12-03 6:40,35.20265,128.97212,71,13395,0:11:06,2
2018-12-03 6:40,35.2023,128.9716,70,13395,0:11:03,2
2018-12-03 6:40,35.20195,128.9711,72,13395,0:11:00,2
2018-12-03 6:40,35.20161,128.97061,63,13395,0:10:57,2
2018-12-03 6:40,35.20134,128.97023,48,13395,0:10:54,2
2018-12-03 6:41,35.20114,128.96997,31,13395,0:10:51,2
2018-12-03 6:41,35.20102,128.9698,18,13395,0:10:48,2
2018-12-03 6:41,35.20097,128.96973,5,13395,0:10:45,2
2018-12-03 6:41,35.20096,128.96973,0,13395,0:10:42,2
2018-12-03 6:41,35.20096,128.96973,0,13395,0:10:39,2
2018-12-03 6:41,35.20096,128.96973,0,13395,0:10:36,2
2018-12-03 6:41,35.20095,128.96973,3,13395,0:10:33,2
2018-12-03 6:41,35.20089,128.96964,16,13395,0:10:30,2
2018-12-03 6:41,35.20076,128.96947,29,13395,0:10:27,2
2018-12-03 6:41,35.20057,128.96922,40,13395,0:10:24,2
2018-12-03 6:41,35.20031,128.96889,52,13395,0:10:21,2
2018-12-03 6:41,35.2,128.96852,59,13395,0:10:18,2
2018-12-03 6:41,35.19964,128.96809,67,13395,0:10:15,2
2018-12-03 6:41,35.19923,128.96762,76,13395,0:10:12,2
2018-12-03 6:41,35.19878,128.96713,79,13395,0:10:09,2
2018-12-03 6:41,35.19829,128.96663,84,13395,0:10:06,2
2018-12-03 6:41,35.19776,128.96613,88,13395,0:10:03,2
2018-12-03 6:41,35.1972,128.96559,92,13395,0:10:00,2
2018-12-03 6:41,35.19662,128.96506,95,13395,0:09:57,2
2018-12-03 6:41,35.19603,128.96452,94,13395,0:09:54,2
2018-12-03 6:42,35.1955,128.96407,73,13395,0:09:51,2
2018-12-03 6:42,35.1951,128.96375,52,13395,0:09:48,2
2018-12-03 6:42,35.1948,128.96353,39,13395,0:09:45,2
2018-12-03 6:42,35.19461,128.96338,19,13395,0:09:42,2
2018-12-03 6:42,35.19456,128.96335,2,13395,0:09:39,2
2018-12-03 6:42,35.19455,128.96333,0,13395,0:09:36,2
2018-12-03 6:42,35.19455,128.96333,0,13395,0:09:33,2
2018-12-03 6:42,35.19455,128.96333,0,13395,0:09:30,2
2018-12-03 6:42,35.19455,128.96332,0,13395,0:09:27,2
2018-12-03 6:42,35.19454,128.96332,3,13395,0:09:24,2
2018-12-03 6:42,35.19452,128.9633,2,13395,0:09:21,2
2018-12-03 6:42,35.19451,128.96329,1,13395,0:09:18,2
2018-12-03 6:42,35.1945,128.96329,0,13395,0:09:15,2
2018-12-03 6:42,35.1945,128.96329,0,13395,0:09:12,2
2018-12-03 6:42,35.1945,128.96329,1,13395,0:09:09,2
2018-12-03 6:42,35.19449,128.96329,2,13395,0:09:06,2
2018-12-03 6:42,35.19447,128.96327,1,13395,0:09:03,2
2018-12-03 6:42,35.19447,128.96326,0,13395,0:09:00,2
2018-12-03 6:42,35.19447,128.96326,0,13395,0:08:57,2
2018-12-03 6:42,35.19446,128.96326,0,13395,0:08:54,2
2018-12-03 6:43,35.19442,128.96323,12,13395,0:08:51,2
2018-12-03 6:43,35.1943,128.96315,22,13395,0:08:48,2
2018-12-03 6:43,35.1941,128.96301,32,13395,0:08:45,2
2018-12-03 6:43,35.19382,128.96283,47,13395,0:08:42,2
2018-12-03 6:43,35.19347,128.96262,54,13395,0:08:39,2
